gene	G1	G2	G3	G4	N1	N2	N3	N4	N5
FBgn0033960	2	1	0	30	745	3	1	491	1288
FBgn0033961	292	264	233	16	229	19	293	68	196
FBgn0266723	60	201	12	0	544	30	297	46	153
FBgn0033963	0	0	0	0	0	0	0	0	1
FBgn0020767	429	283	170	29	991	44	256	351	421
FBgn0259112	0	1	0	0	259	0	0	0	195
FBgn0015602	207	477	257	0	1758	84	427	450	697
FBgn0001319	0	43	86	1	366	2	35	336	762
FBgn0033968	0	0	0	0	0	0	1	4	0
FBgn0033969	0	0	0	1	0	0	1	1	5
FBgn0266868	0	0	0	0	0	0	0	0	0
FBgn0033970	38	0	0	0	0	0	0	0	0
FBgn0016684	0	0	0	0	0	0	8	0	4
FBgn0033971	139	8	461	0	60	74	604	223	133
FBgn0027783	0	2	942	0	955	80	511	1031	585
FBgn0028434	0	1	0	0	0	0	0	0	0
FBgn0033972	3	1	89	23	3	16	199	199	239
FBgn0033973	1	0	0	31	49	82	826	160	133
FBgn0053506	128	436	21	19	1	11	125	0	267
FBgn0053505	1	0	46	0	10	0	0	0	0
FBgn0264962	632	168	494	134	863	74	562	426	1448
FBgn0013773	0	0	0	0	0	0	0	0	0
FBgn0015714	0	1	0	0	215	0	0	2	168
FBgn0033978	0	0	0	0	1	0	6	3	164
FBgn0033979	0	0	2	0	0	12	119	0	435
FBgn0013771	0	0	10	0	0	0	0	0	0
FBgn0033980	0	1	1	0	1	0	0	0	0
FBgn0033981	0	0	0	0	1	0	1	2	1
FBgn0013772	0	0	0	0	0	0	0	0	0
FBgn0033982	2	0	0	1	0	9	36	37	1
FBgn0027596	133	211	2	27	426	61	544	247	178
FBgn0033983	2	167	38	0	704	287	2219	5	1087
FBgn0040747	0	0	0	0	0	0	0	0	0
FBgn0033984	171	983	0	3	98	1	0	20	337
FBgn0033985	0	0	0	0	3	2	0	0	2
FBgn0261854	23	1066	658	52	1777	119	755	1318	754
FBgn0033987	225	3	39	2	28	13	66	800	1459
FBgn0033988	144	219	0	85	950	79	623	559	438
FBgn0050241	0	0	0	0	17	0	0	0	1
FBgn0033989	30	2	0	0	567	23	200	73	3
FBgn0033990	155	0	0	21	114	19	126	0	137
FBgn0264378	0	0	0	0	0	0	0	0	0
FBgn0029082	757	6	139	55	1131	115	984	521	581
FBgn0262547	0	86	19	12	120	0	0	0	208
FBgn0043530	0	0	0	0	0	0	0	22	0
FBgn0266791	0	0	0	0	0	0	0	28	0
FBgn0263613	0	0	36	0	0	0	0	0	0
FBgn0053467	0	0	0	0	0	0	0	0	0
FBgn0265650	0	0	0	0	0	0	0	0	0
FBgn0015371	310	258	39	12	1333	233	1664	989	184
FBgn0262954	261	826	257	24	730	88	405	219	519
FBgn0033993	0	0	1	0	0	0	0	0	0
FBgn0033994	0	0	34	0	0	0	0	85	135
FBgn0013467	671	154	762	26	8267	219	1438	2505	5898
FBgn0264379	0	0	0	0	0	0	0	0	0
FBgn0262478	1	0	0	0	0	7	15	0	6
FBgn0259966	0	0	0	0	0	0	0	0	0
FBgn0264377	0	0	0	0	0	0	0	0	0
FBgn0033995	0	0	318	0	1049	21	107	161	980
FBgn0033996	5	93	77	0	1114	0	1	95	25
FBgn0259737	0	0	0	0	0	0	0	0	0
FBgn0033997	4	0	0	0	0	0	0	0	3
FBgn0033998	671	2642	633	86	1687	212	1687	393	1238
FBgn0050081	0	0	0	0	1	0	0	9	0
FBgn0033999	0	0	1	0	0	0	0	0	0
FBgn0034000	18	198	47	0	232	19	108	1	134
FBgn0034001	388	0	63	0	167	27	127	62	54
FBgn0265656	0	0	0	0	0	0	0	0	0
FBgn0034002	41	0	1	0	745	2	22	4	76
FBgn0001187	0	0	0	0	0	0	0	0	0
FBgn0259878	0	137	7	2	0	0	0	0	1
FBgn0265508	1	2	0	0	1	1	1	0	5
FBgn0003328	1587	945	214	9	0	0	0	1	0
FBgn0034005	0	0	0	0	0	0	0	0	0
FBgn0265194	33	67	144	0	89	5	19	495	585
FBgn0265176	0	0	0	0	0	0	0	0	0
FBgn0034007	1	0	0	34	4	0	0	0	0
FBgn0034008	0	0	0	0	1	0	0	0	1
FBgn0004698	3	655	155	76	197	244	1584	480	1174
FBgn0034009	113	208	2	10	102	90	530	1034	156
FBgn0013750	1703	1564	2908	268	655	83	558	222	699
FBgn0034010	0	0	0	0	0	0	8	0	0
FBgn0034011	0	0	0	0	0	9	27	4	0
FBgn0265509	0	0	0	0	2	0	0	0	0
FBgn0034012	0	0	0	0	265	0	0	1	194
FBgn0034013	0	175	8	42	1496	92	918	148	764
FBgn0011660	45	0	78	0	237	47	417	0	0
FBgn0265651	0	0	0	0	0	0	0	0	0
FBgn0265652	0	0	0	0	0	0	0	0	0
FBgn0262965	175	44	1	10	0	0	0	0	0
FBgn0262964	0	0	29	1	0	0	0	0	0
FBgn0262565	0	0	0	0	0	0	0	2	0
FBgn0262815	0	0	0	0	0	0	0	0	0
FBgn0000996	8	0	0	0	1446	14	97	560	303
FBgn0026370	269	1384	1566	62	2057	245	1411	1122	978
FBgn0263980	39	206	5	18	1909	403	2524	901	1032
FBgn0266378	0	0	0	0	0	0	0	0	0
FBgn0014865	0	0	0	0	0	0	0	0	0
FBgn0050472	0	0	0	1	0	14	56	0	0
FBgn0085217	0	0	0	0	63	11	48	0	0
FBgn0034021	1	92	173	30	204	0	2	0	0
FBgn0034022	2	0	1	0	50	5	3	193	120
FBgn0034023	0	0	0	0	0	0	0	0	0
FBgn0050469	0	0	0	2	0	0	1	0	0
FBgn0050468	0	0	0	0	0	0	0	0	0
FBgn0050464	0	0	0	0	0	0	0	0	0
FBgn0034025	407	829	667	1	230	21	115	335	1
FBgn0019968	517	23	112	25	1238	101	747	847	425
FBgn0050471	0	1	0	0	0	0	0	0	0
FBgn0050467	1	1	8	0	520	37	271	3	19
FBgn0034027	2	0	0	0	0	3	52	79	78
FBgn0267589	0	0	0	0	0	0	0	0	0
FBgn0022097	828	1396	472	253	1277	78	739	359	1012
FBgn0034029	2	0	36	42	478	0	0	118	0
FBgn0034030	3	0	0	0	0	0	0	0	0
FBgn0034031	14	6	0	24	1	1	0	52	0
FBgn0034032	354	0	4	35	152	38	283	664	4
FBgn0024754	645	915	435	72	3610	273	1305	910	1465
FBgn0050466	0	0	0	72	41	0	0	16	0
FBgn0013762	689	4	0	19	921	33	261	52	0
FBgn0034033	219	6	1	18	3	2	67	39	7
FBgn0260429	1	101	185	2	7	9	47	15	1
FBgn0262403	0	0	0	0	0	0	0	0	0
FBgn0023441	0	34	0	9	0	0	3	0	0
FBgn0266636	0	0	0	0	0	0	0	0	0
FBgn0034035	15	221	109	120	320	43	364	127	328
FBgn0262512	2240	3701	950	218	784	94	779	340	637
FBgn0050091	1	0	0	0	0	1	5	0	0
FBgn0263377	0	0	0	0	0	0	0	0	0
FBgn0284254	0	47	0	0	291	4	9	5	1
FBgn0050082	0	0	0	0	0	1	12	0	0
FBgn0266708	0	0	0	0	1	6	37	0	0
FBgn0050090	0	0	0	0	0	6	27	0	0
FBgn0265510	0	0	0	0	0	4	25	0	0
FBgn0050088	0	0	0	0	0	0	0	0	0
FBgn0050087	0	0	0	0	0	0	0	0	0
FBgn0053460	0	0	0	0	0	0	0	0	0
FBgn0053461	0	0	0	0	0	0	0	0	0
FBgn0053462	0	0	0	0	0	0	0	0	0
FBgn0261538	0	0	0	0	0	0	0	0	0
FBgn0050080	0	0	0	0	0	0	0	0	0
FBgn0050083	0	0	0	0	1	0	0	0	0
FBgn0050089	0	0	2	4	239	5	47	18	6
FBgn0265991	109	2	34	0	10	1	20	9	6
FBgn0034046	324	207	77	17	404	61	261	584	1209
FBgn0053465	0	0	0	0	24	0	0	0	0
FBgn0003130	0	0	0	0	1	1	28	0	0
FBgn0034045	0	39	0	0	30	0	0	0	0
FBgn0034047	0	0	0	0	0	0	0	0	0
FBgn0022160	177	111	461	3	1991	29	208	196	779
FBgn0050085	8	1	1	2	0	2	1	264	259
FBgn0264089	1292	2056	519	75	468	277	1810	64	417
FBgn0053463	0	0	0	0	0	0	0	19	0
FBgn0265511	0	0	0	1	72	7	54	0	0
FBgn0034049	134	270	456	79	2	1	0	1	461
FBgn0015247	234	1	1	88	1699	46	438	485	462
FBgn0034050	1	216	0	42	363	50	404	85	140
FBgn0034051	532	1186	791	248	4165	497	2284	1852	2085
FBgn0034052	0	0	0	0	0	0	0	0	0
FBgn0034053	0	0	0	0	0	0	0	0	0
FBgn0050093	0	0	0	0	0	0	0	0	0
FBgn0263576	0	0	0	0	0	0	0	0	0
FBgn0265045	24	922	3	0	29	2	5	4	673
FBgn0034054	1	39	0	0	681	0	0	0	11
FBgn0266379	0	0	0	0	0	0	0	0	0
FBgn0034057	0	377	516	0	201	71	527	158	591
FBgn0034058	1	1	221	0	445	3	104	6	22
FBgn0034059	157	161	0	2	255	24	175	35	0
FBgn0020236	4490	727	2459	228	3489	136	985	850	2056
FBgn0034060	3	5	74	118	811	7	76	460	3
FBgn0034061	114	143	175	0	165	1	0	0	94
FBgn0034063	0	297	4	34	29	40	247	92	60
FBgn0034062	0	1	188	0	968	0	0	216	0
FBgn0010590	2061	1829	695	204	1328	61	1007	346	577
FBgn0034065	1	266	135	2	3	22	134	2	1
FBgn0034066	278	616	401	43	146	26	207	308	681
FBgn0034067	3	0	221	0	8	1	0	5	1
FBgn0034068	945	855	1406	98	1102	179	1208	10	1533
FBgn0034069	0	0	0	16	479	46	366	161	483
FBgn0034070	1	4	42	1	2315	166	825	499	895
FBgn0034071	130	38	446	58	8	41	155	110	278
FBgn0262446	0	0	0	0	0	0	0	0	5
FBgn0263334	0	0	0	1	0	0	0	0	0
FBgn0034072	1299	688	3188	33	6653	935	5346	2102	4535
FBgn0083983	87	207	1	4	138	6	35	59	55
FBgn0034073	102	10	31	0	1	0	1	0	1
FBgn0014020	5429	11168	7625	968	9362	417	1699	3094	4009
FBgn0265605	548	655	5	120	3511	268	2126	2471	1685
FBgn0034075	0	0	1	0	0	0	0	1	0
FBgn0034076	0	0	0	0	0	0	0	0	0
FBgn0010052	0	89	28	0	0	0	0	0	0
FBgn0050095	0	0	0	0	0	1	1	1	0
FBgn0086676	33	13	678	187	8	76	489	18	604
FBgn0001124	2166	5336	2923	260	1490	151	1322	931	2651
FBgn0050094	26	177	0	0	0	3	28	1	93
FBgn0027091	423	489	150	92	88	147	984	87	114
FBgn0029175	62	525	0	0	118	24	174	332	1
FBgn0034081	0	0	0	0	573	12	155	163	3
FBgn0034083	2	6	169	13	354	107	819	628	24
FBgn0267655	0	1	46	18	1	0	0	19	0
FBgn0267656	1	14	8	0	0	0	0	3	0
FBgn0034082	3	93	1	2	4	0	0	0	0
FBgn0034084	10	1	113	69	343	27	168	13	1
FBgn0034085	1	0	0	0	1	0	0	5	0
FBgn0015754	1752	2057	594	315	10923	925	4368	3792	4077
FBgn0034086	41	380	378	16	262	30	233	4	374
FBgn0034087	502	1578	574	25	2604	107	755	652	910
FBgn0262166	37	29	134	0	1427	64	413	488	92
FBgn0265177	321	413	155	31	215	11	100	112	6
FBgn0262026	0	0	0	0	0	0	0	0	0
FBgn0265178	1	1	0	0	0	0	0	0	0
FBgn0015295	797	1	12	82	1	0	0	0	0
FBgn0034091	316	391	474	110	858	78	318	519	350
FBgn0050237	0	0	0	0	1	0	0	0	13
FBgn0050238	0	0	0	0	0	0	0	0	4
FBgn0050239	0	0	0	0	1	0	0	0	8
FBgn0050240	1	0	0	0	1	0	0	0	10
FBgn0264496	0	10	0	0	28	2	5	4	0
FBgn0034092	0	0	0	0	0	0	0	0	0
FBgn0034093	4	79	697	59	7	0	5	4	419
FBgn0034094	0	1	0	0	1	0	0	0	0
FBgn0034095	0	0	0	0	0	0	0	0	0
FBgn0034096	0	0	0	0	0	0	0	0	0
FBgn0034097	0	1	0	0	1	0	1	0	0
FBgn0034098	30	0	0	0	0	0	2	1	0
FBgn0034099	0	0	0	0	0	0	0	0	0
FBgn0261612	0	0	0	0	27	5	51	0	34
FBgn0025519	130	0	899	0	279	1	18	16	363
FBgn0015925	0	1332	234	1	526	13	146	518	26
FBgn0001308	60	360	32	119	398	198	966	432	1831
FBgn0053017	0	0	0	0	0	0	0	0	0
FBgn0024249	0	0	0	0	0	0	0	0	0
FBgn0034103	0	0	0	0	1	32	292	214	442
FBgn0034104	0	0	0	0	0	0	0	0	0
FBgn0034105	0	0	0	0	0	0	0	2	98
FBgn0034106	0	0	0	0	0	0	0	0	0
FBgn0263976	0	0	0	0	0	0	0	0	0
FBgn0050324	0	0	0	0	1	0	0	0	0
FBgn0050099	0	0	0	9	0	0	0	0	0
FBgn0263981	0	0	0	0	0	0	0	0	3
FBgn0028424	4	0	27	0	0	0	0	0	3
FBgn0050100	0	0	0	0	0	0	0	0	0
FBgn0259718	0	0	0	0	0	0	0	0	0
FBgn0034109	803	28	1	2	443	42	398	212	62
FBgn0034110	273	2	1	0	8	18	195	18	107
FBgn0267793	1	1	2	1	262	1	1	15	1
FBgn0085428	0	1	0	0	161	3	3	2	0
FBgn0034113	2	1	0	0	2	0	1	410	643
FBgn0050096	0	0	52	0	479	0	0	175	0
FBgn0034114	523	1	0	0	1	0	0	1	0
FBgn0262511	4066	5115	3846	263	4362	167	987	2384	1905
FBgn0010611	124	2353	601	85	3	74	650	66	1053
FBgn0034117	816	322	840	195	201	36	333	2	0
FBgn0034118	371	216	404	46	1537	59	638	470	736
FBgn0262560	221	474	1	0	0	18	157	0	0
FBgn0034120	0	0	0	0	0	0	0	0	0
FBgn0050098	0	0	15	0	0	0	0	0	0
FBgn0263335	0	0	0	4	0	0	0	0	0
FBgn0266861	0	0	0	5	0	0	0	0	0
FBgn0034121	0	0	0	7	0	0	0	1	0
FBgn0034122	0	0	0	0	0	0	0	0	0
FBgn0266855	63	0	0	0	0	0	0	0	0
FBgn0266856	0	0	0	0	0	0	0	0	0
FBgn0262816	0	13	0	0	2	0	1	0	0
FBgn0264273	47	83	156	1	5219	30	183	834	1829
FBgn0029154	0	0	0	0	0	0	0	0	0
FBgn0029153	0	0	0	0	0	0	0	0	0
FBgn0034126	196	798	114	34	3	0	0	0	77
FBgn0034127	0	0	0	0	0	0	0	0	0
FBgn0034128	4985	1156	2077	329	0	0	0	102	1
FBgn0034129	7	0	0	0	0	0	0	25	0
FBgn0261292	194	0	0	0	0	0	0	0	0
FBgn0261293	0	0	0	0	0	0	0	0	0
FBgn0034131	0	0	0	0	0	9	113	0	0
FBgn0053458	0	0	0	0	1	8	141	12	0
FBgn0053459	0	0	0	0	0	0	0	0	0
FBgn0034132	0	0	0	0	27	5	14	0	0
FBgn0285943	0	0	0	0	0	0	0	0	0
FBgn0011260	6	2729	46	36	8445	381	1934	2754	1159
FBgn0259795	0	0	0	0	0	0	0	0	0
FBgn0034135	1	1	493	0	721	258	1488	300	880
FBgn0034136	1	2	514	1	1445	70	483	906	40
FBgn0034137	0	0	0	0	101	0	0	0	0
FBgn0034138	8947	9635	6005	783	6513	428	4248	2895	4869
FBgn0034139	0	0	0	0	0	0	0	0	0
FBgn0034140	0	265	0	0	2	1	0	4	2
FBgn0016131	514	1289	432	41	160	0	1	0	0
FBgn0265525	0	0	14	0	0	0	0	0	0
FBgn0003274	3512	3789	3072	425	6226	453	4120	1975	4696
FBgn0034141	36	2	92	9	71	1	2	11	238
FBgn0034142	736	1272	1195	135	20	0	1	3	92
FBgn0034143	0	0	0	0	0	1	1	2	330
FBgn0034144	0	0	0	0	0	0	0	0	0
FBgn0034145	452	825	255	20	3482	99	700	2178	3339
FBgn0040505	356	11	925	41	3698	387	3086	1487	2988
FBgn0024232	1	6	0	0	980	140	1017	77	815
FBgn0020506	0	0	0	0	25	0	0	12	0
FBgn0024319	2	0	0	0	0	0	0	11	0
FBgn0024315	2464	7289	4734	608	93	9	82	413	752
FBgn0085486	0	0	0	0	0	0	0	0	0
FBgn0085487	0	0	0	0	0	0	0	0	0
FBgn0050463	0	0	0	0	260	13	85	153	53
FBgn0013763	4053	5809	2988	342	602	16	81	4	591
FBgn0262564	0	0	0	0	0	0	0	0	104
FBgn0265657	0	0	0	0	0	0	0	1	27
FBgn0259967	0	0	0	0	0	0	0	0	103
FBgn0034151	0	0	0	0	0	0	0	16	0
FBgn0034152	0	0	0	0	0	0	0	11	0
FBgn0034153	0	0	0	0	0	0	0	22	0
FBgn0015584	0	0	0	0	0	0	0	8	0
FBgn0053530	0	0	0	0	0	0	0	14	1
FBgn0267002	15	12	1135	4	9888	451	3027	3424	4269
FBgn0085218	0	1	0	0	0	0	0	9	0
FBgn0034154	0	0	0	0	0	0	1	2	1
FBgn0259738	8	4	175	1	630	43	223	309	943
FBgn0034156	0	0	0	0	65	7	49	5	1
FBgn0010213	1350	221	249	39	921	50	360	354	571
FBgn0011743	5	0	16	0	0	0	0	2	0
FBgn0053544	0	0	0	0	0	0	0	0	0
FBgn0034157	0	0	0	0	1	0	0	1	1
FBgn0034158	5	759	320	12	553	58	599	519	666
FBgn0040743	0	0	0	0	0	0	0	0	0
FBgn0034159	0	11	0	0	35	1	1	0	0
FBgn0265658	0	0	41	0	0	0	1	0	0
FBgn0265529	0	0	0	0	0	0	0	2	14
FBgn0265530	11	3	0	21	261	0	0	20	80
FBgn0034160	0	0	0	0	0	0	0	0	0
FBgn0263336	0	0	0	0	0	0	0	1	0
FBgn0085488	0	10	0	0	7	0	0	1	0
FBgn0085489	1	0	0	0	3	0	0	0	0
FBgn0263659	340	0	2	0	5	2	1	4	2
FBgn0262432	0	0	0	0	0	0	0	0	0
FBgn0026754	0	0	0	0	20	0	1	0	211
FBgn0265659	24	0	1	0	7	0	1	2	0
FBgn0265660	0	0	0	0	0	0	0	1	0
FBgn0025830	0	0	1	76	1	1	0	9	0
FBgn0025832	0	0	0	0	166	42	391	1	478
FBgn0026533	1426	134	423	64	5021	608	3269	899	1092
FBgn0263462	0	0	0	0	0	0	0	0	0
FBgn0014870	127	16	12	44	17	31	232	84	801
FBgn0028737	2408	2866	1598	459	2458	197	1398	722	2377
FBgn0034162	0	0	0	0	0	1	0	2	0
FBgn0025827	0	0	0	0	0	0	0	0	0
FBgn0046999	0	0	0	0	0	4	10	2	0
FBgn0034165	0	0	0	0	0	1	3	0	0
FBgn0025833	0	0	2	0	264	49	291	12	260
FBgn0034166	0	0	24	0	9	0	1	102	0
FBgn0262307	0	0	0	0	3	0	4	2	13
FBgn0004784	0	0	0	0	0	0	0	0	0
FBgn0003091	126	56	12	38	1361	62	417	386	1037
FBgn0264329	0	0	0	0	0	0	3	0	0
FBgn0264330	0	0	0	0	0	0	0	0	0
FBgn0034168	0	0	0	0	0	0	0	0	0
FBgn0085219	0	0	0	0	1	0	0	0	0
FBgn0262513	0	0	0	0	0	0	0	0	0
FBgn0085444	1	1	1	8	586	8	72	27	389
FBgn0085220	814	178	556	12	42	17	152	96	217
FBgn0265174	150	1	240	0	141	20	109	343	4
FBgn0034172	27	541	249	51	280	13	52	85	232
FBgn0034173	0	0	0	0	15	4	41	2	8
FBgn0265526	0	1	0	0	0	0	0	43	0
FBgn0011867	0	0	0	0	0	0	0	0	0
FBgn0265527	0	0	17	0	0	31	206	2	11
FBgn0004580	5	62	10	3	5069	201	1259	1545	3687
FBgn0050462	0	0	0	0	0	0	0	0	0
FBgn0050461	0	0	0	0	0	0	0	0	0
FBgn0034175	0	0	0	0	0	0	0	2	127
FBgn0034176	892	390	757	47	1776	147	1028	448	21
FBgn0034177	312	0	0	0	861	15	179	0	0
FBgn0026402	2	0	0	0	572	29	232	147	426
FBgn0034179	0	463	137	89	0	56	361	1	1
FBgn0034180	184	3	108	95	2961	147	1107	503	854
FBgn0034181	1757	45	1465	17	3427	242	1640	601	1531
FBgn0263864	0	128	0	0	2921	3	6	6	188
FBgn0265540	0	0	0	5	0	0	1	0	0
FBgn0023172	80	1866	29	7	307	94	688	167	14
FBgn0263033	0	0	0	0	0	0	0	0	0
FBgn0263032	0	0	0	0	0	0	0	0	0
FBgn0263114	0	0	0	0	0	0	0	1	0
FBgn0266637	0	0	0	0	0	1	3	5	0
FBgn0266638	0	0	0	0	0	0	0	0	0
FBgn0034182	0	1	0	2	2	0	0	0	1
FBgn0034183	2	0	0	0	0	0	0	0	0
FBgn0034184	365	147	0	103	3608	264	1810	871	971
FBgn0026721	12	0	6	0	13	0	0	0	0
FBgn0086350	0	0	7	0	642	2	22	79	405
FBgn0034186	223	17	3	0	0	41	337	4	474
FBgn0034187	0	0	0	0	1	0	1	1	2
FBgn0050460	854	1498	479	26	5	2	13	43	23
FBgn0010591	192	1	0	19	772	1	23	5	283
FBgn0034191	1	911	404	24	375	0	0	0	86
FBgn0010226	350	2179	1297	153	586	2	0	4	7
FBgn0050456	1	1	0	1	0	1	1	0	0
FBgn0034194	627	178	591	62	0	0	0	0	0
FBgn0000079	0	10	0	0	0	0	0	0	0
FBgn0266810	0	0	0	0	1	0	0	0	0
FBgn0034195	0	0	0	0	0	0	0	0	0
FBgn0000078	0	5	0	0	0	0	0	0	0
FBgn0034196	0	0	0	0	0	0	0	0	0
FBgn0034197	0	0	0	0	0	0	0	0	0
FBgn0266811	0	0	0	0	0	0	0	0	0
FBgn0083936	0	0	0	0	0	0	0	0	0
FBgn0034198	0	0	0	0	1	11	76	0	0
FBgn0265541	0	0	43	0	0	2	12	0	0
FBgn0034199	0	0	0	0	0	0	0	0	0
FBgn0034200	0	0	1	0	0	0	4	0	0
FBgn0262563	0	0	0	0	0	0	0	0	0
FBgn0262567	0	0	0	0	0	0	1	0	0
FBgn0265536	0	0	0	0	0	1	10	0	0
FBgn0065048	0	0	0	0	0	0	0	0	0
FBgn0050234	0	0	0	0	0	0	0	0	0
FBgn0050235	0	0	0	0	0	0	0	0	0
FBgn0065047	0	0	0	0	0	0	0	0	0
FBgn0034201	0	1	0	0	0	0	0	0	0
FBgn0034202	0	0	0	0	0	0	0	0	0
FBgn0050458	0	0	0	0	0	0	0	0	0
FBgn0050457	0	0	0	0	1	0	0	1	0
FBgn0034204	0	0	0	0	2	2	1	5	2
FBgn0265537	0	0	46	7	0	0	0	0	0
FBgn0265538	0	0	0	0	0	0	0	0	0
FBgn0265539	0	0	0	0	0	0	0	0	0
FBgn0266862	0	0	1	0	0	0	0	0	0
FBgn0034205	0	0	0	0	0	0	0	0	0
FBgn0262882	0	0	69	1	1	0	0	1	0
FBgn0265487	440	613	2627	95	8583	484	2847	4643	4272
FBgn0267955	0	0	0	0	0	3	13	0	0
FBgn0034206	0	0	0	0	0	4	19	0	0
FBgn0046294	2	30	38	0	0	12	37	0	0
FBgn0263708	0	0	0	0	0	0	0	0	84
FBgn0262961	0	0	0	0	0	0	0	0	31
FBgn0262568	0	0	0	0	0	0	0	0	0
FBgn0267659	0	0	0	0	0	0	0	4	0
FBgn0263709	1	0	0	0	0	0	0	1	1
FBgn0265444	0	0	0	0	0	0	0	0	0
FBgn0050232	0	0	0	0	1	0	0	1	0
FBgn0011879	0	0	0	0	0	0	0	0	0
FBgn0010620	1	1	0	0	26	3	1	267	2
FBgn0034210	0	0	0	0	66	43	314	148	358
FBgn0050101	0	0	0	0	0	2	0	69	0
FBgn0016697	2607	587	1550	195	1226	160	1188	559	674
FBgn0021818	1	3	374	7	244	1	2	38	805
FBgn0022029	4	3	144	0	738	16	83	225	433
FBgn0034214	65	24	183	1	0	0	0	104	348
FBgn0034215	771	25	54	20	474	13	129	269	186
FBgn0025716	687	256	178	94	1764	148	1267	685	741
FBgn0034217	0	0	0	0	0	0	0	1	0
FBgn0027506	272	1	935	0	4	70	515	48	788
FBgn0034218	0	0	0	25	46	0	0	122	0
FBgn0034219	107	38	425	4	0	0	0	0	0
FBgn0028956	1742	622	2135	62	3	0	5	9	0
FBgn0034221	0	0	0	0	2	0	0	0	0
FBgn0263233	0	0	0	0	0	0	0	0	0
FBgn0024196	453	235	652	44	1193	21	391	326	523
FBgn0028953	1252	1032	319	16	3072	236	1299	866	826
FBgn0034223	95	1054	535	48	712	7	122	46	249
FBgn0022987	171	481	5	26	1048	180	994	1245	438
FBgn0034224	1	122	3	0	946	30	364	59	125
FBgn0262570	23	33	27	122	10	37	308	8	16
FBgn0034225	0	0	0	0	0	0	0	0	0
FBgn0050104	1250	3085	1544	198	595	0	4	4	1
FBgn0050103	0	0	0	0	307	0	0	0	0
FBgn0283508	60	32	338	0	1	1	0	2	0
FBgn0085222	0	0	0	0	0	0	0	0	0
FBgn0034229	0	0	0	0	0	0	0	2	0
FBgn0034230	1396	642	1074	4	1841	2	0	217	9
FBgn0034231	32	289	0	1	0	0	0	150	0
FBgn0034232	168	45	22	14	240	0	33	68	1
FBgn0263197	206	724	31	16	3106	252	1666	1220	3128
FBgn0034237	1125	4138	1823	349	2409	110	634	909	3182
FBgn0263113	0	0	0	1	0	1	0	1	0
FBgn0085223	0	0	0	0	0	0	0	0	0
FBgn0028382	235	1	1	16	2	60	318	16	155
FBgn0010409	10930	12392	7756	1040	9749	565	6267	3430	6570
FBgn0034240	25	12	96	118	2314	8	38	383	612
FBgn0263076	0	0	0	0	12	0	1	1	18
FBgn0263029	2	141	52	36	3464	170	1359	546	1467
FBgn0034242	114	1	186	28	539	16	56	85	76
FBgn0034243	367	3	666	36	735	238	1978	1117	1526
FBgn0040294	16	0	0	19	686	0	0	271	501
FBgn0034245	556	217	310	24	218	12	200	91	148
FBgn0250868	294	478	259	12	475	27	198	14	241
FBgn0016701	757	1115	326	160	1439	178	854	1013	657
FBgn0034246	810	680	838	1	838	3	3	323	69
FBgn0034247	0	0	0	0	0	0	0	0	0
FBgn0266812	0	0	0	0	0	0	0	0	0
FBgn0034248	0	0	0	0	0	0	0	0	0
FBgn0266813	0	0	0	0	0	0	0	0	0
FBgn0034249	0	1764	1	0	386	83	536	1	15
FBgn0029079	0	142	0	78	1223	38	198	541	704
FBgn0050105	0	0	0	0	15	2	42	27	54
FBgn0029006	70	22	154	11	1664	87	777	465	2163
FBgn0034251	0	0	0	0	0	0	6	0	0
FBgn0264541	0	0	0	0	0	0	0	0	0
FBgn0261501	0	0	0	0	0	0	0	0	0
FBgn0050333	0	0	0	0	0	0	0	0	0
FBgn0050231	0	0	0	0	0	0	0	1	0
FBgn0034253	0	24	0	0	0	0	0	2	0
FBgn0265576	0	0	0	0	200	0	0	0	0
FBgn0082922	0	0	0	0	0	0	0	0	0
FBgn0004400	0	0	0	0	0	0	7	0	12
FBgn0034255	0	0	0	0	0	0	0	1	0
FBgn0050106	0	0	0	0	1	0	0	0	0
FBgn0034258	1663	1616	2018	157	4114	401	2667	1135	2810
FBgn0050108	2	0	32	0	1	1	1	36	0
FBgn0050109	2	0	0	29	125	27	183	129	51
FBgn0265577	0	0	0	0	0	0	0	0	0
FBgn0034259	1365	219	1138	0	942	95	817	544	800
FBgn0016059	2320	75	383	2	1223	34	168	559	46
FBgn0034261	334	1	306	1	2077	236	1717	640	14
FBgn0260763	0	0	0	0	1	0	0	0	0
FBgn0260764	0	0	0	0	0	0	0	0	0
FBgn0034262	62	2	13	0	76	4	27	26	9
FBgn0027872	1	3	0	0	425	39	390	275	181
FBgn0266639	0	1	0	0	0	0	0	0	0
FBgn0045800	92	107	113	15	229	61	381	257	508
FBgn0063381	0	0	0	0	0	0	0	4	0
FBgn0063385	23	22	31	5	11	0	4	6	15
FBgn0063377	0	0	1	0	0	0	0	0	0
FBgn0063384	0	4	2	0	3	0	1	4	7
FBgn0063383	0	0	2	0	2	0	3	3	0
FBgn0063376	0	0	0	0	0	0	0	0	0
FBgn0063382	13	6	16	1	15	0	1	4	8
FBgn0063388	0	0	0	0	0	0	0	0	0
FBgn0063375	0	0	0	0	1	0	0	0	0
FBgn0063374	0	0	0	0	1	0	0	7	0
FBgn0063380	0	0	0	0	0	0	0	5	0
FBgn0063379	0	0	0	0	0	0	0	15	0
